agent0
actions UP DOWN LEFT RIGHT PRESS NOTHING
07040000 4276.944298796791 3757.466831305286 4111.793681814658 3757.1738637327626 3892.3988346817787 3918.005164270552
07030000 4547.9796495958135 3978.723470500674 4008.0402852005845 3754.243510494764 4170.66496488542 3957.26870604194
06030000 5317.5395969835545 3756.7627632496747 4541.075034856667 4580.126103302425 4513.936901224793 4768.650976298714
06040000 5081.895643531695 3725.8333752383905 4446.758954271728 4355.2695444815845 4458.533200343353 4259.67686441874
06050000 5005.392536139853 4012.7060631444397 4466.621734786959 4503.048404473237 4550.581879293986 4581.210469291796
05050000 4155.917568905139 4431.420233018956 5680.065140553741 4754.831867438767 5042.027046976642 5149.918747467311
05060000 4583.985816630935 4798.283796915819 5574.242258858598 4864.86956845972 4601.389995177681 4769.746347347423
06060000 5477.70109616639 4543.451631568469 4596.757182055154 4892.9492170068315 4809.729621230931 4781.994453490204
04050000 4386.778177280558 4927.82227740464 4483.062368539289 4641.050501600153 4536.37571414299 4213.927555517747
04060000 4369.052087507653 5144.046999991359 4351.1019768279575 4036.561513990322 4073.0885040968524 4591.24690325864
04070000 4321.539759913072 4027.644271765329 4885.037387693476 3761.0762075033053 4403.101664267482 4323.444959628895
04080000 3861.4252635546036 3606.1144713721606 4396.591336175065 3651.9264999400543 3990.6397524584295 3708.461325154679
05080000 4106.216413706407 3287.3630227927138 3644.9134266405076 3346.674676728425 3693.6698217904 3374.0599788743193
06080000 3801.70275786396 3120.1763159709276 3324.779522984513 3079.1545434028185 3127.7793834806453 3332.308894850844
07080000 3553.6469094680833 2736.687651810066 2851.1266163778373 2939.6655602164647 3038.0220284472566 2934.883115222289
08080000 3210.757453165197 2447.8018247722302 2765.792953133883 2587.7067891290326 2638.7718323578174 2790.549958523325
09080000 2883.90542871034 1912.8873050221039 2468.635750970057 2289.592352964106 2290.630857094384 2261.9673280398497
10080000 2608.5733681293527 1805.354158031944 1976.7902227063707 2176.8845070431125 1999.7969787365755 2134.7266872031064
11080000 2176.372456167096 1571.3998456061204 1794.6964785099997 1583.2347546910842 1767.4288016171345 1863.0816120152265
12080000 1939.604279550686 1349.5495440922123 1698.339989617853 1625.4696684462901 1649.4595077053532 1649.1654876028142
04040000 4764.132124712538 5109.965426415585 4166.326502109809 4648.223333277977 4354.699570358472 4585.071674832823
07060000 5357.963823173624 4531.080038035443 4036.463402631773 4799.891976109749 4700.470742764787 4806.665006738524
07050000 4625.65788841602 4310.768344195598 3855.257064177347 4730.350106520841 4036.7553254923178 3995.856399253559
05030000 4293.980966981891 4718.360891425804 4999.84932022555 4897.708670467874 5904.313239724387 5086.31835967394
