centralized
actions UP-UP UP-DOWN UP-LEFT UP-RIGHT UP-PRESS UP-NOTHING DOWN-UP DOWN-DOWN DOWN-LEFT DOWN-RIGHT DOWN-PRESS DOWN-NOTHING LEFT-UP LEFT-DOWN LEFT-LEFT LEFT-RIGHT LEFT-PRESS LEFT-NOTHING RIGHT-UP RIGHT-DOWN RIGHT-LEFT RIGHT-RIGHT RIGHT-PRESS RIGHT-NOTHING PRESS-UP PRESS-DOWN PRESS-LEFT PRESS-RIGHT PRESS-PRESS PRESS-NOTHING NOTHING-UP NOTHING-DOWN NOTHING-LEFT NOTHING-RIGHT NOTHING-PRESS NOTHING-NOTHING
070609030000 -0.7712320754503901 -0.814697981114816 -0.814697981114816 -0.7458134171671 -0.901522909781639 0.0 -0.8332281830033343 -0.8649148282327008 -0.8038180637937596 -0.7941088679053511 -0.7458134171671 0.0 -0.6513215599000001 -0.8332281830033343 -0.9282102012308148 -0.717570463519 -0.717570463519 0.0 -0.947665236697264 -0.6513215599000001 -0.7941088679053511 -0.9999973843107253 -0.68618940391 0.0 -0.8332281830033343 -0.8784229747659826 -0.8332281830033343 -0.814697981114816 -0.814697981114816 36.563664134566956 0.0 0.0 0.0 406.3104419882838 0.0 0.0
070609040000 -0.68618940391 -0.717570463519 -0.68618940391 -0.5217031000000001 -0.5695327900000001 0.0 -0.6125795110000001 -0.5217031000000001 -0.6513215599000001 -0.46855900000000006 7.218182697098943 0.0 -0.40951000000000004 -0.68618940391 -0.68618940391 -0.6513215599000001 -0.717570463519 0.0 -0.271 -0.5695327900000001 31.298382826372713 17.737819839855522 -0.19 0.0698074464215305 -0.5695327900000001 -0.40951000000000004 -0.6513215599000001 -0.46855900000000006 -0.46855900000000006 0.0 0.0 0.0 0.0 511.72605417198525 0.0 25.28391098861383
070610040000 -0.9999998891179019 -0.46855900000000006 -0.46855900000000006 -0.717570463519 -0.46855900000000006 0.0 -0.271 -0.271 -0.717570463519 -0.40951000000000004 -0.271 0.0 -0.488984437404191 -0.40951000000000004 -0.40951000000000004 -0.68618940391 -0.34390000000000004 0.0 -0.34390000000000004 -0.34390000000000004 -0.34390000000000004 -0.271 -0.5695327900000001 0.0 -0.6125795110000001 -0.5695327900000001 -0.5695327900000001 -0.5217031000000001 -0.7941088679053511 0.0 0.0003469316240615727 0.0 0.0 8.394134640834108e-10 0.0 0.0
060609040000 -0.5217031000000001 -0.8499053647030009 -0.814697981114816 -0.271 -0.7941088679053511 0.0 -0.5695327900000001 -0.6125795110000001 -0.6125795110000001 -0.6125795110000001 -0.34390000000000004 0.0 -0.46855900000000006 -0.5695327900000001 -0.40951000000000004 -0.5695327900000001 -0.40951000000000004 0.0 -0.46855900000000006 -0.40951000000000004 -0.9656631617970749 -0.9999976458796528 -0.46855900000000006 0.0 -0.5217031000000001 -0.5217031000000001 -0.5217031000000001 -0.271 -0.271 0.0 0.0 0.0 0.0 7.13324773416202 0.0 0.0
060609050000 -0.271 -0.18997378756969202 -0.34390000000000004 -0.40951000000000004 -0.717570463519 0.0 -0.40951000000000004 -0.5695327900000001 -0.271 -0.68618940391 -0.40951000000000004 0.0 -0.46855900000000006 -0.717570463519 -0.271 -0.46855900000000006 -0.9880274848174379 8.402537178012119e-09 -0.271 -0.1 -0.5217031000000001 -0.34390000000000004 -0.40951000000000004 0.0 -0.40951000000000004 0.4418280022808664 -0.7458133703295162 -0.34390000000000004 30.752885650216 0.0 0.0 753.0848990328452 0.0 0.0 0.0 30.18530965061711
060509050000 -0.46855900000000006 -0.34390000000000004 -0.40951000000000004 -0.40951000000000004 -0.46855900000000006 0.0 -0.1 -0.8332281830033343 -0.40951000000000004 -0.3438999999161426 -0.4685589991605866 8.394134640834108e-10 -0.46855900000000006 -0.271 -0.5695327900000001 -0.19 -0.68618940391 0.0 -0.19 -0.7941088679053511 -0.68618940391 -0.9983826907300771 -0.34390000000000004 0.0 -0.271 -0.34390000000000004 -0.19 -0.46855900000000006 -0.5695327900000001 0.0 0.0 1.5980801439662688e-07 0.0 0.0 0.0 0.0
060609060000 -0.19 -0.271 -0.271 -0.34390000000000004 -0.46855900000000006 0.0 -0.40951000000000004 -0.9999992612520906 -0.814697981114816 -0.271 -0.19 0.0 -0.271 -0.40951000000000004 -0.271 -0.5217031000000001 -0.40951000000000004 0.0 -0.40951000000000004 -0.717570463519 -0.46855900000000006 -0.7712320754503901 -0.7941088679053511 0.0 -0.34390000000000004 -0.5217031000000001 -0.68618940391 -0.34390000000000004 -0.271 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070610060000 -0.6125795110000001 -0.271 -0.7712312335136406 -0.9999986099154762 -0.7712320754503901 0.0 -0.271 -0.271 -0.19 -0.717570463519 -0.5217031000000001 0.0 -0.46855900000000006 -0.1 -0.40951000000000004 -0.5695327900000001 -0.46855900000000006 0.0 -0.5695327900000001 -0.34390000000000004 -0.68618940391 -0.1 -0.8784233454094308 0.0 -0.19 -0.40951000000000004 -0.40951000000000004 -0.7712320754503901 -0.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
060610060000 -0.19 -0.46855900000000006 -0.34390000000000004 63.28409169298478 -0.18975752421657524 978.9071943238806 0.022107440282807284 -0.34390000000000004 -0.1 -0.8499053647030009 -0.1 0.0 -0.40951000000000004 -0.34390000000000004 11.349923203831937 -0.271 -0.40951000000000004 0.0 -0.19 -0.1 -0.271 -0.34390000000000004 -0.9982029897000857 0.0 -0.271 -0.19 -0.34390000000000004 -0.19 -0.19 50.08522973511491 0.0 0.0 0.0 0.0 0.0 0.0
060611060000 -0.271 -0.1 -0.19 -0.19 -0.271 0.0 -0.34390000000000004 -0.271 -0.7458134171671 -0.9999955703072454 -0.1 0.0 -0.1 -0.5217031000000001 -0.1 -0.34390000000000004 -0.19 0.0 3.433594737718243 -0.19 -0.271 -0.19 -0.7712320754503901 0.0 -0.1 -0.19 -0.271 -0.5695327900000001 -0.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070611060000 -0.19 -0.1 -0.271 -0.1 -0.1 0.0 -0.34390000000000004 -0.7712320754503901 -0.9618479575523055 -0.1 -0.9835767967317393 0.0 -0.34390000000000004 -0.19 -0.34390000000000004 -0.46855900000000006 -0.46855900000000006 0.0 -0.19 -0.9977814687655379 -0.5695327900000001 -0.9929303495098489 -0.19 0.0 -0.46855900000000006 -0.9353891811077333 -0.7941088679053511 -0.271 -0.19 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070612060000 -0.40951000000000004 -0.9202335569231275 -0.19 -0.19 -0.34390000000000004 0.0 -0.9948462247926799 -0.1 -0.271 -0.19 -0.5217031000000001 0.0 -0.1 -0.34390000000000004 -0.9912720364319122 -0.34390000000000004 -0.19 0.0 -0.19 -0.68618940391 -0.19 -0.1 -0.271 0.0 -0.19 -0.7458134171671 -0.19 -0.19 -0.46855900000000006 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070512050000 -0.34390000000000004 -0.40951000000000004 -0.271 -0.8784233454094308 -0.19 0.0 -0.19 -0.9690968456173674 -0.19 -0.19 -0.8649148282327008 0.0 -0.5217031000000001 -0.1 -0.19 -0.8784233454094308 -0.34390000000000004 0.0 -0.5695327900000001 -0.1 -0.19 -0.9721871610556306 -0.34390000000000004 0.0 -0.7458134171671 -0.94185026299696 -0.40951000000000004 -0.19 -0.271 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070611060100 -0.6513215599000001 -0.7712303026664351 -0.5695327900000001 -0.1 -0.271 0 -0.1 0 -0.1 -0.947665236697264 -0.1 0.0 -0.34390000000000004 -0.40951000000000004 -0.19 -0.9774716004550608 -0.271 0.0 -0.1 -0.1 -0.1 -0.19 -0.1 0.0 -0.1 -0.5217031000000001 -0.9618479575523055 -0.271 -0.271 0.0 0.0 0.0 0.0 0 0.0 0.0
070612060100 -0.9749684449500675 -0.271 -0.7175527179338661 -0.34389906695581324 0 0.0 -0.271 -0.19 -0.19 -0.46855900000000006 -0.9721871610556306 0.0 -0.1 0 -0.46855900000000006 -0.34390000000000004 -0.1 0.0 -0.9690968456173674 -0.19 -0.6513215599000001 -0.1 -0.5695327900000001 0.0 -0.34390000000000004 -0.1 -0.7941088679053511 -0.19 -0.7941088679053511 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070512060100 -0.40951000000000004 0 -0.19 -0.271 -0.40951000000000004 0.0 -0.717570463519 -0.46855900000000006 -0.18944565502787622 -0.1 -0.40951000000000004 0.0 -0.8332281830033343 -0.19 0 -0.5217031000000001 0 0.0 -0.271 -0.68618940391 -0.1 -0.5695327900000001 -0.9576088417247839 0.0 -0.9982029897000857 -0.34390000000000004 -0.19 -0.271 -0.1 0.0 0 0.0 0.0 0.0 0.0 0.0
070511060100 -0.46855900000000006 -0.6125795110000001 -0.9994924712139436 0.13086987376942966 -0.68618940391 0.0 -0.6513215599000001 -0.19 -0.9852191170585654 -0.34390000000000004 -0.46855900000000006 0.0 -0.271 -0.271 -0.271 -0.34390000000000004 -0.34390000000000004 0.0 -0.5217031000000001 -0.34390000000000004 -0.1 -0.1 -0.5217031000000001 0.0 -0.40951000000000004 -0.40951000000000004 -0.18999927630921803 -0.46855900000000006 -0.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0
060511050100 -0.68618940391 0 -0.271 -0.68618940391 -0.9817519963685992 0.0 0 -0.9999997137939236 -0.68618940391 0 -0.1 0 -0.5217031000000001 -0.1 0 -0.27322054662700024 0 1.3920409342418563 0 -0.40949225441486614 -0.19 -0.1 -0.5217031000000001 0 0 0 -0.271 -0.68618940391 0 0 0.0 4.920595147484591e-05 0.0 0.00016491146823219746 0 0.0
070512050100 -0.19 -0.40951000000000004 -0.901522909781639 -0.911370618803475 -0.40951000000000004 0.005548998719957802 -0.1 -0.46855900000000006 0 -0.1 -0.7941088679053511 0.0 -0.27097384861138163 -0.6513215599000001 -0.8784233454094308 0 -0.19 0.0 -0.7175702610882145 -0.271 -0.19 -0.9936373145588641 -0.5695327900000001 0.0 -0.343899276309218 -0.9880274848174379 -0.19 -0.40951000000000004 -0.901522909781639 0.0 7.236907819893342e-07 0.0 0.0 0.0 0.0 0
070513050100 0 -0.1 -0.27099508432544767 -0.27099508432544767 -0.1 4.915674552337107e-06 -0.9907176914597884 0 -0.9817519963685992 -0.18999950892411224 -0.1 4.91075887778477e-07 -0.9993734212517822 -0.19 -0.1 0 0 0 -0.1 0 -0.19 -0.1 -0.19 0.0 -0.19 -0.5217031000000001 -0.27099950892411223 -0.34389950892411225 -0.19 0.0 0 0.0 0.0 0.0 4.91075887778477e-07 0
070412050100 0 -0.3494017425984546 0 -0.901522909781639 -0.8565831237019934 0 -0.7457996532783535 -0.271 -0.19 -0.6125795110000001 0 0.0 0 -0.271 0 -0.19 0 0 -0.19 -0.34390000000000004 0 -0.1 -0.1 0.0 -0.19 -0.19 -0.40951000000000004 -0.40951000000000004 -0.68618940391 0 0 0.0 0 0.0 0.0 0
070412060100 -0.27322054662700024 -0.68618940391 -0.34390000000000004 -0.1 -0.6513215599000001 0.0 -0.271 -0.1 -0.40951000000000004 -0.6513215599000001 -0.19 0.0 -0.9999989866283822 -0.19 -0.271 -0.1 0 0 -0.6125795110000001 -0.34390000000000004 -0.814697981114816 -0.1 -0.8332281830033343 0 -0.19 0 0 -0.717570463519 -0.40951000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0
070311060100 -0.19 -0.19 0 -0.269070417371749 -0.40951000000000004 0.001929582628251007 -0.19 0 -0.9942735831029776 -0.271 -0.19 0 -0.1 -0.271 -0.19 -0.34390000000000004 -0.1 0 -0.34390000000000004 -0.7712320754503901 -0.9797244404095546 -0.34390000000000004 0 0.0 -0.19 -0.271 0 -0.9618479575523055 -0.19 0.0 0.0 0.0 0 0.0 0.0 0.0
070311050100 0 -0.40951000000000004 0 0 0 0 0 -0.8649148282327008 0 -0.40951000000000004 0 0.0 -0.8649148282327008 -0.6513215599000001 -0.8905810108684877 0 -0.34390000000000004 0 -0.1 0 -0.5695327900000001 -0.8784233454094308 -0.9999926037463847 0 0 0 -0.34390000000000004 0 -0.40951000000000004 0 0.0 0 0.0 0 0 0
070411050100 -0.46855900000000006 -0.9966186080864774 -0.46801012462133473 -0.5695327900000001 -0.6513215599000001 0.00019651303146901616 -0.34390000000000004 -0.19 -0.19 -0.1 -0.7458134171671 0 -0.46855900000000006 -0.717570463519 -0.40951000000000004 -0.19 -0.5695327900000001 0.0 -0.271 -0.9997302783944093 -0.1 -0.6513215599000001 0 0.0 0 0 0 -0.34390000000000004 -0.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0
