agent0
actions UP DOWN LEFT RIGHT PRESS NOTHING
01040000 4906.295665560201 4349.619393413503 5349.713316744132 4575.382144119054 4702.870317334468 4887.799805342885
01030000 5078.070697324444 4854.992750386131 5433.695638672284 4918.280857253261 5089.379058362557 4874.317713226084
02030000 4850.248253761411 4802.500691320931 5207.801825122894 4420.596830999761 4817.124734580067 4692.7545512582865
02020000 4973.346104773596 5613.48133734824 5176.058751299941 4918.176617863414 5229.698429913689 5038.141244980815
01020000 5136.0707456494265 5528.604055793178 4723.083509520702 5018.264174732222 5153.915194760437 5190.276351325812
02010000 4526.34458497449 5438.643051884681 4878.657390885623 5164.8399374092305 4947.832508746757 4923.5239535598785
01010000 4565.884787717112 4972.119851173913 4453.891660114143 5087.810970637961 4449.155511122532 4541.466163026473
03010000 4808.844739114126 5091.846312533481 5107.980975070955 5333.5357632209025 5785.227177717984 5432.498004631418
04010000 5466.855027099877 5043.045729209351 5012.247174291205 4763.173492112887 5128.491525824122 4929.92787467199
04020000 5066.969266323617 4727.041298346433 5004.025206530776 4496.97089067302 4760.081249782903 4450.402752531012
03020000 5197.206889508263 4705.950236844011 5699.7914403722425 4877.710369075225 5164.911944198243 5370.830017468728
03030000 4731.6188764805265 4568.38386120235 5285.866932822812 4500.850705804893 4685.347912543836 4909.2281921614485
04030000 4910.917625008491 4553.1963519818655 4667.545251241678 3796.1691354433233 4573.991552226484 4655.167904006157
01050000 4553.711908224735 3937.0214401892813 4886.5893281266535 3687.7631904815375 4374.772909707531 4437.539198215438
01060000 3914.4206384242357 3762.6755792331846 4516.337668023293 3548.493675462905 3942.0307990199412 4143.33120596619
01070000 3537.382359166183 3194.988212644033 4099.5935392233005 2647.7485206820916 3473.464086813796 3685.4364545842463
01080000 2985.2221270414752 2224.3956702783757 3856.093445351576 2746.068635271734 3015.1259578420463 3143.6576501705767
02080000 2999.6391243777434 2120.235843564849 3081.5862674522823 2561.553910034334 2523.425654130874 2500.4442536110128
03080000 2652.5585733210282 1524.1348862631623 2572.3936777118674 2014.9379717777588 -27.63520618589466 2012.407229723181
03080100 -28.031736906486167 -28.305003644999776 -27.48667007120012 -27.776339853620943 -27.85112011174523 -27.742839766711025
04080100 -27.739505955958748 -28.05837850633718 -27.803794990699032 -28.169439599853874 -28.196945692022663 -27.711812721515738
02080100 -28.50989678071261 -27.812217934952514 -28.137095170829426 -28.014331760422756 -28.10150156102589 -27.805157718844175
01080100 -28.560569206647944 -27.944609202621194 -28.409539447587466 -28.317661793164657 -28.621156539567664 -27.92299838251096
01070100 -28.486125250077823 -28.165508826529955 -28.11180176479771 -28.43572128979106 -28.59231656567507 -27.869901183706297
01060100 -28.13076030607218 -27.19945648089266 -27.067826716836016 -28.39600896854799 -28.131662872068823 -27.686204922075166
01050100 -26.816595726380612 -23.540413279204433 -23.774961166524186 -28.255554439049327 -26.57163058903519 -25.980347306142512
01040100 -22.778927390160796 -22.555748195812257 -16.693563558661058 -26.97456581675575 -22.460863342551832 -22.696944126875216
01030100 -18.763939055754534 -9.524646068047545 -16.500526984239897 -22.817418131759982 -17.139809015379477 -21.088237615456798
01020100 -17.045800621543727 -8.97793352816681 -8.014290459018007 -17.96085897325021 -15.69709290072031 -16.800685493142527
01010100 -5.912022250238044 3.6646383642685665 -8.850836850518297 -18.32675117219098 -9.605059586143593 -7.7890169018919835
02010100 -11.725021835110992 28.3249681713687 0.8873509260446113 -3.073309542040457 2.2249355317380264 3.287194947198161
03010100 2.568059818808663 0.6617154012315551 28.095009955724294 3.5288016084516 51.36027374163649 28.676023393155774
03011100 7.5050741180855605 21.94203468265932 37.87587509834561 71.22504499341767 34.46099968114696 31.476022367866126
03021100 20.892525904918024 38.014262503063705 49.109492938792705 102.26864120373257 56.64832918496429 50.382750200643535
04021100 56.77305193240663 54.0462642902056 16.475234330217344 82.01180083373156 38.18086970337562 58.06046810662919
04031100 78.98607344275297 84.0568243355506 59.13981938355204 117.96089586009793 82.58676653735733 68.87178707740246
03031100 43.13151563041199 46.0703326650676 60.58294758372639 126.6680755956211 73.26123131963826 83.77229451513995
04011100 24.42417747412723 14.480069294778149 13.103676163227556 44.70600255996976 18.366731205813768 16.588176868836072
02021100 9.653659377348925 47.0626592479517 18.76995732499672 47.060368741307975 23.43192114091147 28.177812617463044
01021100 12.954709080691948 30.056506366768303 2.398901551172452 20.728228229047673 13.019716242692395 18.72246175330786
01011100 -1.7533021480695115 10.162145258934498 -1.3489473814915662 14.590770273439519 -2.773857553571197 -3.5427191790922743
01031100 23.186305324339806 43.657131691464365 6.165743230530371 58.09223600946487 25.381924325346507 24.362995699764912
01041100 45.019346342794535 100.31479489047975 16.476108968671028 58.17001086041325 39.87978452861373 43.93236329429664
02041100 55.12038495806536 132.66449265238458 44.72706310545343 90.2839690915035 78.2260731779942 84.41118746598735
02051100 53.425181158765746 157.2553661849567 87.10339289898636 60.24297415771258 84.04897497684944 117.71807276966189
02061100 40.03527863242061 85.33133085287433 118.15451736111216 49.247957407111976 74.49250440379288 80.67037342040173
01051100 59.05642786908024 95.81471980256453 60.31800672103806 34.059424255061266 65.9025469130606 55.495733022005766
02031100 29.885579994462322 71.20675639293674 25.81424863402549 63.142404562009816 42.90585557138188 37.15622723899609
03041100 72.61536590766663 125.31217155615353 92.24774991920783 188.34512101134652 92.96962806181462 110.46293880207615
04041100 138.22085095947892 143.7834300805528 84.19914164839551 204.1972160311931 142.7397513277222 143.26537712043944
04051100 140.67148132497263 300.6643057137449 137.07339598289565 134.30531976534428 194.43887969098776 190.66522764000302
05051100 191.22466882356065 389.49679863780887 263.6982114295012 280.245788386708 261.5554449545541 226.72738840349203
06051100 260.2251354019906 380.65997326074785 487.8487271424447 204.8328072422557 335.15881548864894 375.90932312247116
07051100 356.82592027870766 377.07989636584523 544.2790576951966 266.21875323636755 390.6782453511552 353.1084549332575
03051100 121.0933787242945 239.67009377232486 122.95724560682412 101.02612070664159 175.6493283842919 148.50404448434844
02011100 -2.614277983634283 37.08590703778267 8.680101336221917 17.635001197744202 14.329703843043898 18.951119694024335
03061100 72.58212792974359 131.31533727590858 107.62582986682807 52.224418267335885 79.59764290034362 89.67378377941561
04061100 84.20140788660302 136.90040844119207 217.15211504810543 78.99949334847629 160.4914821972788 108.95883787435882
04071100 59.801250080717416 87.0288853169561 134.34630195996272 61.4805885517557 97.47511014307155 89.35578074326787
06041100 423.26724187165587 574.2279333699695 437.4388358663475 285.9686348812168 455.84722887323437 382.9268467414206
07041100 441.69681632158597 441.1083407144661 641.2937694923415 399.4546311020379 506.85446088761796 477.36517603455115
07031100 396.4184205479781 522.2080847233502 746.9133576344221 380.58236504725744 584.4509561794015 544.1111775885206
07021100 509.0187021859374 838.9932743656065 634.820866392778 574.1314587361776 653.5232726559295 600.9292194913185
07011100 543.6608238704794 729.6830916475134 622.1976473675778 697.6827106593792 605.0178488117863 651.7475664717228
08011100 614.8491575468819 855.1953760282252 738.4419710345533 726.2678751213933 711.2127592283446 704.0310819268007
08021100 616.9426922585188 931.5128199773206 740.6646163654146 719.9617786899072 756.7911889583922 804.213652957986
09021100 755.6881705203932 1001.0986557705465 862.8606463031971 845.4204611972108 863.8164294081956 801.0915980892097
06021100 544.2618276162001 690.4147091855446 462.9065986588814 393.55949137204914 579.8465761763147 579.7261736979511
09011100 703.3999432208507 1006.7099763528751 847.0384381144473 833.6706773011673 838.6303563942995 761.9476669878569
10011100 859.1687657375322 1187.461605800678 981.2971837725779 959.543034644239 949.0472573875544 984.953400711126
10021100 867.0664754422711 1094.438900122502 927.3547342908432 927.6638294649335 966.189551632642 935.2337378780762
11021100 933.0823841604564 1056.7303220857439 1221.6837178913822 988.0157730713821 1040.1052825314089 1029.1829921582519
12021100 1078.9214860429793 1205.3872871454412 1166.2219378924437 1065.9508757017238 994.2232126189912 1120.0361089885535
13021100 1030.5163604255313 1226.5393123014921 1325.3162864346975 1099.5165726648208 1139.4336600280271 1160.5009225748072
13011100 1223.3173024303348 1391.5491546279645 1312.3053906180214 1157.6752639696117 1540.896386460439 1348.7835569226768
12011100 1152.8561782065688 1423.4463831320675 1209.1387758947753 1062.955444870375 1266.4265929909673 1301.2400490797977
13011110 1626.6519953668708 1503.7983640512246 1446.7263069108953 1409.12789765091 1486.8595302028866 1476.471714551228
