centralized
actions UP-UP UP-DOWN UP-LEFT UP-RIGHT UP-PRESS UP-NOTHING DOWN-UP DOWN-DOWN DOWN-LEFT DOWN-RIGHT DOWN-PRESS DOWN-NOTHING LEFT-UP LEFT-DOWN LEFT-LEFT LEFT-RIGHT LEFT-PRESS LEFT-NOTHING RIGHT-UP RIGHT-DOWN RIGHT-LEFT RIGHT-RIGHT RIGHT-PRESS RIGHT-NOTHING PRESS-UP PRESS-DOWN PRESS-LEFT PRESS-RIGHT PRESS-PRESS PRESS-NOTHING NOTHING-UP NOTHING-DOWN NOTHING-LEFT NOTHING-RIGHT NOTHING-PRESS NOTHING-NOTHING
010416040000 378.79820417229485 796.9848033529441 17.308359133636838 414.40154868861185 278.5586694290158 1243.6986006602463 486.55651741594255 628.4821979135047 8.45501386887495 10461.192578358063 630.6453801652119 163.8408262083205 12.78013979016885 2.0743710443081236 203.55268674344234 253.13778049190483 -2.057005483361589 -2.178236042810643 14.94159212509317 35.580130570910434 411.0837183639565 54.76515799151782 210.8691903822019 184.92977825923455 387.10232712924153 2024.1767040698403 157.96102098724475 241.32334193212466 490.4054452086543 1172.1557947465037 39.76543797683157 1565.1403534388228 363.1188052734188 636.4033465296268 1397.3428561921562 1317.4950113558957
010516040000 22.68689123725023 81.90288747795408 -1.5315788431333601 42.59705349577128 186.59211017115007 -0.7857282556812684 27.452521204460894 -1.5424641509007802 -0.6125727028140067 134.70686512860686 21.344534499424906 160.93269549291975 25.716667865950512 1883.522784642024 -1.3417483869100202 -1.8137065839830768 568.9899458968791 -1.3522318265636883 -1.83254486217262 14.425702131898353 -1.619165661015451 572.3224001073158 26.154346526120975 -1.2349667942354075 -0.36726226227086767 40.08957672310061 190.03125487864293 -0.8428579019844085 -1.6287279228025833 -0.5178787703567505 -1.0722999654996603 -1.2075289289957714 215.9350110914363 -1.2267572465013337 -0.20895935385687325 11.030890202072746
010516050000 44.06330227581579 3.3158994529553305 55.994895162201004 8.585930710308697 12.68270962562452 42.45017730351639 269.9135368093844 195.24889072084036 -1.629395962229632 -0.9537081751213858 -0.9110084994200002 -1.0847707483728224 -1.5172840497399456 833.8509204278402 -2.1311858703047504 25.75110762517126 -1.4016392270579061 293.73937542605694 39.455688037221826 36.45843695854536 -0.14145048443938557 2.9922315524172776 74.05835453364006 -0.99183156795392 -1.1732120311482201 -0.5999400020000001 58.487252209473795 2.2324388716073384 28.356556750730974 29.473149713992225 52.55651738248697 -1.367154111815123 -0.7494400915318189 -0.20358313714120024 3.009879907324784 -0.7851986832425235
010516060000 -0.542 3.070194291281202 -2.097946950590084 -1.0434062000000002 -1.5882177358107021 4.023933274023269 -0.38 -1.9955629375310757 -0.43428186380000006 4.09926329396057 -0.725762 16.0699387629269 -1.5768611703326 -0.542 -1.3567889198 0.8946508932287283 -0.42487813532307106 -0.761015346597734 32.842625373118295 -1.2251590220000002 11.975966736037568 5.910071554801261 -0.28452531121118235 0 22.83976775209036 0.15299287693015295 50.73145203260469 -1.1390655800000002 4.526072058057209 -0.8576113154 -0.9817697961815709 5.671931368873578 30.306389834917308 11.821220264463276 0.6935366985563971 4.282472376780678
020516060000 -0.2 3.7780544319931075 3.2552456368838447 -0.38 3.0680720709527387 0.8193139058539965 -0.2 -0.38 684.564971332404 -1.7568466908188616 -0.8190200000000001 15.327569844256642 1.877684945048765 -0.8257683538369268 -1.7713213891759099 8.913891240687235 104.67876490720212 -0.91185018386 1084.552537976115 -0.49880194670635714 6.763641512595055 8.857778116491017 76.37356345860498 293.13539485270695 -0.8190200000000001 3.775344463765834 267.76726939908735 8.60117941463209 -1.0633862 107.69081594381389 80.35717650321848 -0.48146 -0.7146302454462226 4.961090220998569 228.4557211772995 0.0704605045905009
010416050000 -1.8002984707121024 -1.9692085875823195 1047.7822361312133 -1.403009814417734 -0.6611379790196764 0.6661576880778393 70.17416637053947 360.8180669079076 215.11526898057696 13.392262049902364 -1.5641224709007802 -0.9627789402973249 -1.1607592509774225 141.36041672283747 -1.1801407882915522 -2.056276832413164 -2.0291751731876975 9.159432313398234 -1.5504561509007802 -1.3226231198000002 107.29158534837013 0.466321302416397 25.417843138264562 -0.3160766685267993 -0.9875592773949047 -1.32134564853736 3361.632120485929 -1.1796634295839281 -1.797905048271282 15.850508842342409 -0.9394138529556872 -1.1180976535148 1036.0208575030276 -0.048594623560944905 -1.0383637279987807 -0.6127914881911782
010316060000 -1.666533082070702 -0.9508182953049229 -1.2144590280778087 -1.5882177358107021 -0.8901857238446963 -0.55991600559986 -0.7062674255036787 -1.4551209270380001 373.4609795814833 -0.8683106600000001 2.045109805366695 -1.1978584349607422 -1.5056128343342001 -1.6939297640199378 -1.8440327318220804 0.5136864402331869 -2.061356904036566 -1.2437613696979146 -2.0693909163001356 25.780486027740007 102.943842710287 -0.7166961845082301 -0.55812158241986 52.363461688858344 1.8429450819033217 -1.1957793614142211 -0.880682889371132 -0.6878000000000001 -0.9371180000000001 -1.4592716128217111 -1.0277341654568 9.516692570761558 -1.1119167488788542 -0.671964602 36.563667126205395 9.650649303943407
020316060000 1.9360056728003703 -1.6664563660066687 357.69564241790533 -1.61679495871367 -1.281872803414221 -0.7076849175439706 -0.877183681577869 -1.3166291198000002 3.422233956811839 -1.2069597451364253 -0.27835968266755273 206.08369117585192 -0.16504649234047636 -0.8455934 -1.7298296564654017 -1.129197577512897 6.000109403251182 6.630723370291962 -1.0748517507068969 163.92515129769404 -1.1454029831455004 0.5728635933301549 -0.542 36.19558550369793 3.513283022926335 2.773002931819423 -2.043134767619698 5.221902155031793 36.95675119815776 37.22624744583116 9.517635581578821 0.324136745927574 383.54642749967724 -0.61447128152 3.4556272248471167 -0.8364644517600685
030316060000 -0.6878000000000001 36.72352830231698 -1.9999995363461562 6.557250628426321 -0.40657340000000003 -0.28598 1.0498026035917571 -0.6878000000000001 -0.542 -0.8461928000000001 -0.9315652239731944 -0.3794 1.2828421989893066 -1.1390655800000002 -0.39998000000000006 -0.9533930949752072 -0.5578620201663811 0.09400483383121716 13.726240377032926 77.04757396655108 1933.6756659459022 2.6539115293415056 76.93393258655108 2.0306197855823385 -1.087165586615869 192.27470385442342 -1.2585672698853885 2.7064620717152676 -1.649375962229632 -1.2391581705842012 -0.031424659577868774 -0.40597340000000004 -0.7232552600000001 -1.1781184136305458 -1.0641187840339401 -0.3601754
020316050000 0.9899827556890908 -1.2841998161156725 -0.9577130232284684 -1.480598722034805 -1.8997132354726534 -1.5963452066040023 -1.1619512732007424 213.04344124571682 12.237358555943239 4.969108480219894 37.3411469876127 374.79350347350675 -1.3507409738000002 -1.0781789386852703 41.817330745398564 -1.55645015090078 15.689780136909718 -0.5728143070325906 -2.115488897405955 163.77248427066928 -0.43123644625481694 -0.0035981127252748824 25.350603842542284 3746.2106304424096 -1.550330829745137 270.60973932868944 -1.8044342129446223 2.835433341647117 30.192542389076433 337.4672723814717 -0.9226141287358433 -0.7383641561924148 11.39225732486749 -1.4077595020370852 373.3833895086373 -0.6491549441952079
