agent0
actions UP DOWN LEFT RIGHT PRESS NOTHING
0108000 39790.76852966911 40102.151318277465 39529.49745517531 39330.63905634617 39821.23024757343 39824.157616872006
0109000 39462.472939946965 39508.35554718388 39761.99811130071 39267.047605094966 39465.83334690514 39473.032546439084
0110000 39102.70290984685 39154.376287563115 39521.2057534955 39162.55806315882 39147.44561734919 39104.719464137175
0210000 39126.313771673 39073.732623121745 39470.840347368045 39232.0769239358 39220.21477733468 39193.07802709248
0209000 39457.83644239199 39399.40327249103 39821.31410552047 39143.22980629674 39462.14890780174 39395.923220458935
0107000 39606.892297094455 40040.02563912123 39726.42161325201 39775.99257807563 39606.77181966409 39731.790334108875
0208000 39808.009509669646 39748.93164594515 40202.18699169255 39418.30671805805 39791.069588418955 39962.3175420588
0207000 39722.790460761695 39786.443123872545 40309.053891637566 39840.58426294682 39960.21249406996 39979.275425732754
0307000 39966.95243250722 39431.22008338598 39727.44261615561 39643.686048594675 39632.32760768051 39715.26657332505
0306000 40055.08668449725 39326.63923244954 39810.92810022026 39633.350448984886 39760.36744417856 39748.841626630085
0406000 39604.57517074162 38992.21679616102 38927.275251587154 39176.77687874834 39257.716645362 39262.989813843466
0407000 39716.902228615036 38937.24473873976 39368.455008413985 39371.333405022466 39384.12478001775 39348.49306991849
0106000 39702.63216146986 39981.544556275054 39726.942886902565 39459.38707768172 39621.18432693386 39638.14721006477
0206000 39675.65211418609 39774.536328843446 40413.12801519886 40061.16185316646 40050.869556442376 39942.88439069841
0105000 39866.51424529695 40217.716753028566 39793.624681349334 39652.28612813494 39782.31015243575 39789.79840899678
0104000 39596.850012307514 40251.4802266817 40058.644674630195 39771.52294122961 39848.35785879314 39790.35599816972
0204000 39720.9946575543 40289.68764773077 40591.44161062332 40190.561586859556 40342.01748076585 40335.55134250606
0205000 39849.8493145429 40170.580564122145 40500.87451203277 40076.861058655726 40072.26735116483 40083.10362984213
0203000 39917.39548473617 40436.56988012345 40699.119770898 40274.706848035195 40452.31460044907 40435.71960590713
0103000 40030.68271845493 40418.44147680464 40195.42514151976 39746.509784047266 40100.498696861236 40159.11617025921
0102000 40087.92194966921 40553.924799220185 40245.2096738967 40110.33160146277 40292.266305726036 40193.854758165915
0202000 40095.634316589414 40207.25531610868 40804.11146662562 40441.953580120295 40539.9563237893 40485.14168921797
0201000 40218.49416293967 40916.803256601386 40613.68302128759 40443.312474558756 40594.7197957408 40608.323120301335
0101000 40334.070050351365 40593.77793812957 40339.73569562126 40236.80045524602 40112.11021339501 40292.39918504965
0302000 40520.590158110754 40141.28771897685 40624.277337519816 40349.354839097585 40389.89727267982 40369.84681095393
0402000 40343.74056164689 40083.708257948965 40716.39852144196 40340.43790264388 40224.24917123447 40422.70108325623
0502000 40248.00421942474 40032.260231727545 40351.56579535567 40077.04100084222 40187.2508950209 39993.553527651915
0501000 40759.76122054462 40409.00311233985 40445.84223214328 40136.34074671783 40332.99454236326 40515.61582036658
0401000 40589.156260234864 40412.504957288525 40758.45030064497 40333.5745390059 41114.91422503968 40712.05420602432
0301000 40508.56116148514 41015.06625207224 40618.982775106575 40365.69931615468 40702.220924964204 40716.164826547334
0401100 40767.55211081489 40541.81020274468 40894.452226855035 41216.054957622626 40937.05251250539 40933.04504075994
0301100 40761.68708287074 40885.09332267181 40657.08000532203 41200.53190824263 40848.55419648365 40693.35877586039
0201100 40436.4742612757 40594.35894675168 40774.520574609094 41162.10485676717 40869.1912544396 40755.132854999836
0202100 40646.45825713069 41012.80342900492 40866.5569222153 41516.99763660479 40951.228563217664 41264.28569820861
0102100 40638.66544866649 40802.11560672903 40265.51365157613 40949.41441509574 40598.34844424936 40561.238177235435
0101100 40281.05393731802 40470.38590798441 40331.80019853399 40641.571611703555 40266.560006386695 40315.55637071938
0203100 40922.027329629746 41259.53031335313 40897.75070098215 41619.81352795413 41340.77156572306 41264.58707097855
0103100 40941.13103905232 41134.604453935135 40676.32960604913 40941.01536714311 40752.10193211341 40900.19608908551
0104100 40932.65228915418 41264.86910616701 40871.463064330084 41079.40633388531 40959.58459231994 41015.20594541267
0302100 41412.73812940554 41061.681454557605 40844.24749415281 41057.00393919371 41156.79371201982 40957.419349925185
0501100 40958.465385109244 39608.158164229055 40543.33248248856 40726.647577198906 39715.73081473743 40509.51367069592
0502100 41108.059900179534 40700.07394249677 40568.87769431702 40775.568761419636 40638.65089143727 40580.993475492505
